"sample" "signature_1" "signature_2" "signature_3" "signature_4" "signature_5"
"SRR1313711" 0 0.352500795633319 0 0 0.647499204366681
"SRR1313747" 0 1.97490881419841e-71 0 0.437113341445701 0.562886658554299
"SRR1313770" 0 0.0996061679314631 0 0.176697697544407 0.72369613452413
"SRR1313789" 0 0 0.33352301911987 0 0.66647698088013
"SRR1313807" 0.0366709436718822 0.242367212974687 0.0527914239940971 0.339982374488025 0.328188044871309
"SRR1313831" 0 0 0 0.665410256286034 0.334589743713966
"SRR1313853" 1.11022302462516e-16 0.332969733277678 0 0.333138167427927 0.333892099294396
"SRR1313872" 0 0 0 0 1
"SRR1313891" 0 0 0.333853417745724 0.666146582254276 1.15510352874665e-63
"SRR1313910" 0 0 0 0.865918612082098 0.134081387917902
"SRR1313932" 0 0 0 1 5.77053992986194e-239
"SRR1313951" 0.286843543055871 0 0.380080727140656 0 0.333075729803473
"SRR1313969" 0 0 0 0 1
"SRR1313991" 0 8.28306168026258e-273 0 0.322066231250481 0.677933768749519
"SRR1314014" 0 0 0 0.461311464196994 0.538688535803006
"SRR1314036" 0 0 0 0.7763978479334 0.2236021520666
"SRR1314054" 1.11022302462516e-16 0 0 0.381402131681349 0.618597868318651
"SRR1314071" 0 0 0 0 1
"SRR1314092" 0 0.199400035179855 0 0.259381381592699 0.541218583227446
"SRR1314113" 0 0.248850030004431 0 0.325143448020581 0.426006521974988
"SRR1314137" 0 0 0 0.52041374672488 0.47958625327512
"SRR1314187" 0.199859356512076 0 0 0.218700736297594 0.581439907190331
"SRR1314707" 1.11022302462516e-16 0 0 0.812882358211804 0.187117641788196
"SRR1314749" 0 0 0 0 1
"SRR1314767" 0 0 0 0 1
"SRR1314810" 0 0 0 1 0
"SRR1314832" 0.227887511724481 0.27100062662814 0 0.501111861647379 0
"SRR1314851" 0 0 0 2.3224899455735e-221 1
"SRR1314873" 0 0 0 0 1
"SRR1314894" 0 0 0 0.685401979717918 0.314598020282082
"SRR1314916" 0 0 0 0 1
"SRR1314940" 0.142409018777688 0 0 0.766963893415767 0.0906270878065458
"SRR1314958" 1.11022302462516e-16 0.333272012638461 0 0.435743992345975 0.230983995015564
"SRR1314976" 0 0 0 2.78641876609108e-112 1
"SRR1314998" 0 0 0 0 1
"SRR1315041" 0 0 0 0.190573608871654 0.809426391128346
"SRR1315081" 0 1 0 0 0
"SRR1315103" 0 0 0 0.480608631018351 0.519391368981649
"SRR1315124" 0 0.285448735450334 0 0.38701750317123 0.327533761378436
"SRR1315165" 0 0 0 0.258694426698985 0.741305573301015
"SRR1315188" 0 0 0 0 1
"SRR1315225" 0 0 0 0.831358360241003 0.168641639758997
"SRR1315247" 1.11022302462516e-16 0 0 0.782436883714651 0.217563116285349
"SRR1315309" 0 0 0 0.705571613558879 0.294428386441121
"SRR1315331" 0.249685170436301 0 0 0.274074689693211 0.476240139870487
"SRR1315371" 0 0 0 0 1
"SRR1315434" 0 0.192301838896085 0.14118703126005 0.201127793395108 0.465383336448758
"SRR1315495" 0.14773387482584 0.337045392664368 0 0.515220732509792 0
"SRR1315517" 0.0811019508611356 0.168907550018408 0 0.408954906333348 0.341035592787109
"SRR1315721" 0 0 0 0.0702754338696171 0.929724566130383
"SRR1315739" 0 0 0 1 5.66853874205147e-36
"SRR1315799" 0 0 0 0 1
"SRR1315842" 0 0 0 0.216436772632851 0.783563227367149
"SRR1315866" 0.359648975406809 0.367850666838441 0 0 0.27250035775475
"SRR1315890" 0 0 0 0.782202770097966 0.217797229902034
"SRR1315912" 0 0 0 0.423847081135875 0.576152918864125
"SRR1315931" 0 0 1 0 0
"SRR1315949" 0 0.322951396527272 0.343901398873457 0 0.333147204599271
"SRR1315970" 0 0 0 0.568658355229837 0.431341644770163
"SRR1315994" 0 0.5 0 0 0.5
"SRR1316033" 0 0.132395344552942 0 0.517190554023117 0.350414101423941
"SRR1316078" 0 0.0563221985633599 0 0.105091424209919 0.838586377226721
"SRR1316127" 0 0 0 0 1
"SRR1316151" 0 0 0 0 1
"SRR1316174" 0 0 0 0 1
"SRR1316277" 0 0 0 1 0
"SRR1316297" 0 0 0 1 0
"SRR1316320" 0.333262745231886 0 0 0.344366926614795 0.322370328153318
"SRR1316343" 0 0 0 0 1
"SRR1316367" 0 0.198876212647965 0 0.642985239561816 0.15813854779022
"SRR1316420" 0.12323137963829 0 0.126297874701791 0.533770386236225 0.216700359423693
"SRR1316438" 0 0 0 0 1
"SRR1316463" 0 0 0.251094964434504 0.748905035565496 0
"SRR1316483" 0.485217322168439 0 0 0.514782677831561 0
"SRR1316513" 0 0 0 1 0
"SRR1316535" 0 0 0 0 1
"SRR1316553" 0 0 1 0 0
"SRR1316624" 0 0 0 1 0
"SRR1316725" 0 0 0 0.251073469267772 0.748926530732228
"SRR1316747" 1.11022302462516e-16 0 0 0.606314220843365 0.393685779156635
"SRR1316769" 0 0 0 0.300928009802028 0.699071990197972
"SRR1316815" 0.106543499160032 0 0.228121223172428 0.66533527766754 1.53139283225896e-69
"SRR1316833" 0 0 0 0.532405259399872 0.467594740600128
"SRR1316852" 0 1 0 0 0
"SRR1316874" 0 0 0 0.506728067202638 0.493271932797362
"SRR1316921" 0 0.241234009305088 0.258746005796137 0.257167032046825 0.24285295285195
"SRR1316940" 0 0 0 0 1
"SRR1316963" 0 0 0.286519075413845 0 0.713480924586155
"SRR1316982" 0 0 0 0 1
"SRR1317001" 0 0 0 0 1
"SRR1317022" 0 0 0 0.882713736970721 0.117286263029279
"SRR1317040" 1 0 0 0 0
"SRR1317064" 0 0 0 0 1
"SRR1317086" 0 0 0 0 1
"SRR1317110" 0 0 0 0.213716617599386 0.786283382400614
"SRR1317134" 0 0 0.353076166115225 0.646923833884775 7.68788599638222e-29
"SRR1317155" 0 2.0441350092972e-07 0 0.650999202911013 0.349000592675486
"SRR1317179" 0 0 0 0.236137499294495 0.763862500705505
"SRR1317201" 0 0 0 0 1
"SRR1317218" 0 0 0 0.298174943445214 0.701825056554786
"SRR1317238" 0 0 0.254627203158607 0.167302891537732 0.578069905303662
"SRR1317257" 1.11022302462516e-16 0 0.111175751078592 0.313594055579668 0.57523019334174
"SRR1317282" 0 0 0 0.506191367754413 0.493808632245587
"SRR1317323" 0 0 0 1 1.34591311669987e-252
"SRR1317344" 0.159402001821607 1.23377930811181e-208 0.34073341429827 0 0.499864583880122
"SRR1317387" 0 0 0 1 1.32997156004112e-267
"SRR1317410" 0 0 0 0 1
"SRR1317428" 0.199149549714317 0 0 0.800850450285683 0
"SRR1317446" 0.0372888086904419 0.918767433137521 0 0.0439437581720374 0
"SRR1317470" 0.0365865265160893 0.070184781000776 0.0305414855474693 0.751140056705326 0.11154715023034
"SRR1317494" 0 0 0 0 1
"SRR1317513" 0 0 0.500129049044519 0.499870950955481 0
"SRR1317532" 0 0.139326636700465 0.118735042018894 0.280880832474755 0.461057488805886
"SRR1317596" 0 0 0 0.495752977834807 0.504247022165193
"SRR1317631" 0 0 0 0 1
"SRR1317653" 0 0 0 1 2.41536932727093e-312
"SRR1317685" 0 0 0 1 0
"SRR1317707" 3.33066907387547e-16 1 0 0 0
"SRR1317731" 0 0 0 3.27542001387254e-151 1
"SRR1317771" 0 0 0.50009004176728 0 0.49990995823272
"SRR1317790" 1.11022302462516e-16 0 0 0.526147810162542 0.473852189837458
"SRR1317832" 0 0 0 0.369964078386537 0.630035921613463
"SRR1317853" 0.5 0 0 0 0.5
"SRR1317877" 0 0.142878429544674 0 0.258986740839058 0.598134829616268
"SRR1317898" 0 0.331338635082578 0 0.668661364917422 0
"SRR1317920" 0 0.3202265439142 0.346795409160475 0 0.332978046925325
"SRR1317963" 0 0 0 1 0
"SRR1317985" 0 0 0 6.14555403904784e-250 1
"SRR1318026" 0 0 0 1 1.1129924362018e-74
"SRR1318067" 0 0 0 2.42616342990129e-225 1
"SRR1318089" 0 0 0 0.312798636367386 0.687201363632614
"SRR1318118" 1.11022302462516e-16 0.0840113103163971 7.06495625806267e-206 0.577476278733511 0.338512410950092
"SRR1318140" 0 0 0.203331967510643 0.35123262693516 0.445435405554197
"SRR1318163" 0 0 0.333805156414986 0.666194843585014 0
"SRR1318184" 0 0 0 0.848150878944679 0.151849121055321
"SRR1318208" 1.11022302462516e-16 0 0.168036008224288 0.486688285581817 0.345275706193895
"SRR1318241" 0 0 0 1 1.57154972967541e-241
"SRR1318331" 0 0 0 1 0
"SRR1318354" 1.11022302462516e-16 0.136546000832944 0.149015839366603 0.268680288860385 0.445757870940067
"SRR1318372" 0 0 0 0 1
"SRR1318390" 0 0 0 0.492404922921903 0.507595077078097
"SRR1318407" 0 0 0 0 1
"SRR1318426" 0.399353798524474 0 0 0.600646201475526 1.69287171235122e-150
"SRR1318465" 0 1 0 0 0
"SRR1318484" 0.203926601280726 0.29567640616069 0 0.254422223051809 0.245974769506775
"SRR1318503" 0 0 0.500294266011289 0 0.499705733988711
"SRR1318541" 0.196486380380275 0 0.203879376630552 0 0.599634242989173
"SRR1318560" 0 0.0906280992008241 0 0.275580506159919 0.633791394639257
"SRR1318605" 0 0 0 0.71994351161051 0.28005648838949
"SRR1318624" 0 0 0 0.194393090176929 0.805606909823071
"SRR1318644" 0 0.165937714790293 0 0.329864783156522 0.504197502053185
"SRR1318662" 0 0 0 1 0
"SRR1318686" 0 1.40684075893184e-47 5.53236419955503e-07 0.319928518153669 0.680070928609911
"SRR1318708" 0 0 0 0 1
"SRR1318732" 0 0 0 0 1
"SRR1318753" 0 0 0 1 0
"SRR1318774" 0 0 0 0.199135252287496 0.800864747712504
"SRR1318796" 0 0 1 0 0
"SRR1318815" 0 0 0 0 1
"SRR1318839" 0 0.5 4.06025048942619e-205 0 0.5
"SRR1318857" 0 0 0 0.477980992054989 0.522019007945011
"SRR1318879" 0 0 0 0.474838058523148 0.525161941476852
"SRR1318898" 1 0 0 0 0
"SRR1318942" 0 0.249719657242037 0 0.332958957876071 0.417321384881892
"SRR1318966" 0.0737266103450007 0.34880730447972 0 0.57746608517528 1.78266744149819e-53
"SRR1318998" 0 0 0 0 1
"SRR1319038" 0 0 0 0 1
"SRR1319059" 2.22044604925031e-16 0 0 0.824861191913855 0.175138808086145
"SRR1319078" 0 0 0 0.24880696133447 0.75119303866553
"SRR1319100" 6.40877662811956e-05 0.1370982808829 0.0855403726256491 0.16636532357265 0.610931935152519
"SRR1319136" 0 0.333095241204932 0 0.666898229054471 6.52974059731491e-06
"SRR1319158" 0 0 0 0 1
"SRR1319182" 0 0.114292053515415 0.0839481522121099 0.378156833014609 0.423602961257866
"SRR1319204" 0 0 0 0.478698692792909 0.521301307207091
"SRR1319262" 0 0 0 0.233188101924843 0.766811898075157
"SRR1319283" 0 0 0 0.486002802285202 0.513997197714798
"SRR1319301" 0 0 0 1 0
"SRR1319322" 0 0 0.500071922875687 0 0.499928077124313
"SRR1319344" 0 0 0 0 1
"SRR1319363" 0 0 0 1 0
"SRR1319395" 0 0 0 0 1
"SRR1319419" 0 0 0 1 0
"SRR1319443" 0 0 0 1 0
"SRR1319461" 0 0 0 0.556666083808793 0.443333916191207
"SRR1319485" 1.11022302462516e-16 0 0.0323743980352079 0.194719695526026 0.772905906438766
"SRR1319502" 0.19782948600826 0.527422529385117 0 0.274747984606623 3.92983609223533e-254
"SRR1319520" 0 0 0 0 1
"SRR1319539" 0 0 0 1 0
"SRR1319626" 0.220063143076102 0 0 0.528143905176841 0.251792951747057
"SRR1319648" 0 0 0 1 1.52546353412952e-272
"SRR1319672" 0.589993631337469 0.210006239182736 0 7.20181801377222e-05 0.199928111299657
"SRR1319690" 0 1 1.7175637314666e-127 0 0
"SRR1319731" 0 0.115492376863264 0 0.605586895437612 0.278920727699124
"SRR1319753" 0 0.450403324516572 0.395764590852916 0 0.153832084630511
"SRR1319772" 0 0 0.500931224622145 0.499068775377855 0
"SRR1319793" 0.117153694121726 0.131760056256505 0 0.547751839134222 0.203334410487547
"SRR1319837" 0 0 0 0.474861581500234 0.525138418499766
"SRR1319882" 0 0 0 0.111341171038072 0.888658828961928
"SRR1319903" 0 0 0 0 1
"SRR1319924" 0 0.2 0 0 0.8
"SRR1319970" 0.286843543055871 0 0.380080727140656 0 0.333075729803473
"SRR1319991" 0 0 0 1 0
"SRR1320012" 0 0 0 0.484512915338123 0.515487084661877
"SRR1320053" 0 0 0 1 3.92072240607611e-182
"SRR1320071" 0 0 0 9.48314232339392e-226 1
"SRR1320093" 0 5.57997272615235e-57 0.174692599728873 5.47067853898399e-217 0.825307400271127
"SRR1320115" 0 0.322951396527272 0.343901398873457 0 0.333147204599271
"SRR1320137" 0 0 0 1 5.5205486825975e-60
"SRR1320158" 0 0.141362022484937 0 0.569099110281237 0.289538867233827
"SRR1320180" 0 0 0 1 0
"SRR1320203" 0 0 0 0 1
"SRR1320225" 0 0 0 1 0
"SRR1320258" 0 0 0 0 1
"SRR1320280" 1.11022302462516e-16 0.332628960979456 0 0.242350006873909 0.425021032146636
"SRR1320321" 1.11022302462516e-16 0 0 0.347320637248942 0.652679362751058
"SRR1320342" 0 0 0 1 0
"SRR1320363" 0 0 0 1 0
"SRR1320385" 1.11022302462516e-16 0.165440348468345 0.501307692776371 0 0.333251958755284
"SRR1320403" 0 0 0 0.0808833675368081 0.919116632463192
"SRR1320424" 0 0 0 0.148450103976143 0.851549896023857
"SRR1320469" 0 0 0 1.62059549997635e-266 1
"SRR1320517" 0 0 0 1 0
"SRR1320536" 3.33066907387547e-16 0.285088875325495 0 0.479607796261194 0.23530332841331
"SRR1320560" 0 0 0 0.489648229410376 0.510351770589624
"SRR1320624" 0 0 0 0.252272584582816 0.747727415417184
"SRR1320650" 0 0 0 0.704470138093693 0.295529861906307
"SRR1320691" 0 0 0.400329094604376 0.378264765178182 0.221406140217442
"SRR1320712" 0 0 0 6.31491402344663e-143 1
"SRR1320735" 0 0 0 0 1
"SRR1320761" 0.189422603651606 0.20997706771253 0 0.245307883708577 0.355292444927286
"SRR1320785" 0 0 0 0.322798684961931 0.677201315038069
"SRR1320806" 0 0 0 1 0
"SRR1320827" 0.150921773793697 0.342112276285221 0.173561195968244 0.164331926495503 0.169072827457335
"SRR1320873" 0 0 0 0 1
"SRR1320916" 0 0 0 0.484512915338123 0.515487084661877
"SRR1321011" 2.22044604925031e-16 0 0 0.217981703870851 0.782018296129149
"SRR1321029" 0.109188885784032 0.394899158902969 0 0 0.495911955312999
"SRR1321046" 0 0.249113315999649 0 0.288544737816022 0.462341946184329
"SRR1321064" 0.012151157351066 0.0703581629507024 0.0397677734165194 0.520209436383974 0.357513469897738
"SRR1321088" 0 5.65874930587771e-225 0.145777793399194 0.406115824390861 0.448106382209945
"SRR1321112" 0.40738724895856 0.177629444487478 0 0.349002378977162 0.0659809275768
"SRR1321144" 0 0 0 0 1
"SRR1321165" 0 0 0 6.6574467403317e-21 1
"SRR1321183" 0.0785482148600631 0.0846016213763026 0 0.117991107481113 0.718859056282521
"SRR1321244" 1.11022302462516e-16 1.52844878852422e-40 0.333464664713315 3.0815097883019e-167 0.666535335286685
"SRR1321307" 2.22044604925031e-16 0.0822020986977529 0 0.331612428059391 0.586185473242856
"SRR1321333" 1.11022302462516e-16 0 0 0.187369783043836 0.812630216956164
"SRR1321401" 0 0 0 0 1
"SRR1321420" 0 0.249678283708759 0 0.750321716291241 0
"SRR1321444" 0 0 0.166271164743955 0.234330500404695 0.59939833485135
"SRR1321462" 0 0 0 0.473058248917782 0.526941751082218
"SRR1321483" 0.100317936308738 0 0 0.435411597522871 0.464270466168392
"SRR1321528" 0 0 0 0.634647736145137 0.365352263854863
"SRR1321552" 0 0 0 1 7.60372626002061e-244
"SRR1321570" 0 0 0 8.91195931952592e-248 1
"SRR1321591" 0.0932759748837249 0.263517867878998 0.139276153647874 0.310066449647926 0.193863553941478
"SRR1321608" 0 0 0 1 0
"SRR1321630" 1.11022302462516e-16 0.0145075776534188 4.29926639815223e-204 0.622713428810166 0.362778993536415
"SRR1321650" 0 0 0 0 1
"SRR1321696" 0.173257142767676 0.783684250582107 0 0.00990775771002219 0.0331508489401948
"SRR1321765" 0 0 0 1 0
"SRR1321786" 0 0 0 0 1
"SRR1321829" 0.53471654235649 0.0779775255413419 0.0820844063800119 0.0813678649295503 0.223853660792606
"SRR1321853" 0 0 0 0 1
"SRR1321877" 0 0 0 0 1
"SRR1321897" 0 0 0 0.210274507020944 0.789725492979056
"SRR1321921" 0.333441594157855 0 0 0.244872469561696 0.421685936280449
"SRR1321942" 0 0.0108508172876782 0.0550429362951319 0.342490560518051 0.591615685899139
"SRR1321966" 0 0.103314865089647 7.99045565131582e-116 0.461642635216602 0.435042499693751
"SRR1321987" 0 0 0 0 1
"SRR1322010" 2.22044604925031e-16 0.32172755618272 0 0.519641973791214 0.158630470026067
"SRR1322028" 0 0 0 0 1
"SRR1322046" 0 0 0 0.182351170828889 0.817648829171111
"SRR1322070" 0 0.499252885868881 0 0.500747114131119 0
"SRR1322093" 1.11022302462516e-16 0.16819309809115 0 0.169271926477302 0.662534975431547
"SRR1322163" 0.318902097440456 1.59508851591794e-205 0.681097902559544 0 0
"SRR1322186" 0 0 0 1 0
"SRR1322204" 1.11022302462516e-16 0.333187919666035 0 0.142928765359825 0.52388331497414
"SRR1322227" 0 0 0 1 0
"SRR1322249" 0 0 0 0.467312241706846 0.532687758293154
"SRR1322270" 0 0 0 0.516587521938607 0.483412478061393
"SRR1322291" 0.333182893383881 0 0 0.666817106616119 3.26421137759471e-151
"SRR1322312" 0 0.391165554342266 0.209752341954711 1.6481739299559e-163 0.399082103703023
"SRR1322334" 0 0.249370717278984 0 0.750629282721016 0
"SRR1322355" 0 0.319940832089709 0.179200778990052 0.500858388920238 0
"SRR1322419" 0 0 0 1 5.46829655743601e-19
"SRR1322437" 0 0.498730034299815 0 0.501269965700185 0
"SRR1322456" 0 0 0 1 9.14393919269596e-146
"SRR1322477" 0 0.226037729517045 0.0816899268272248 0.244674173970574 0.447598169685156
"SRR1322494" 0 0 0 0 1
"SRR1322512" 0.348386719345077 0.544075250472759 0 0.107538030182164 0
"SRR1322536" 0 0.499723792483559 0 0.242679776788774 0.257596430727667
"SRR1322555" 0 0 0 0.703406930945033 0.296593069054967
"SRR1322595" 0 0 0 0.746254095801333 0.253745904198667
"SRR1322619" 0 0 0 0.412949133654564 0.587050866345436
"SRR1322643" 0 0 0 0 1
"SRR1322662" 0.249814240426171 9.72883249876322e-50 4.72531661766036e-64 0.750185759573829 6.24077274695206e-159
"SRR1322683" 0 0 0 4.58381008778149e-21 1
"SRR1322730" 0 0 0 1 0
"SRR1322747" 1.11022302462516e-16 0.0951231661749252 0.104493383815604 0.615820868140915 0.184562581868556
"SRR1322768" 0 0 0 0 1
"SRR1322790" 0.320857120946607 0.345889991923933 0 0 0.333252887129459
"SRR1322816" 0.254534361047161 0.405138842776378 0.00618642707216397 0.334140369104298 8.01868543200343e-321
"SRR1322840" 0.1113319328039 0.7552016897696 0 0.0658264011091055 0.067639976317394
"SRR1322882" 1.11022302462516e-16 0 0 0.932444816314624 0.0675551836853757
"SRR1322900" 0 0 0 0.526475289755502 0.473524710244498
"SRR1322918" 0 0 0 0.667586358707122 0.332413641292878
"SRR1322936" 0 0 0 5.47470318737331e-141 1
"SRR1322960" 0 0 0.250160366971248 0.14737096554888 0.602468667479871
"SRR1322981" 0.171756252322077 0 0 0.602937811627259 0.225305936050664
"SRR1323002" 0 0 0 1 1.50334236577449e-68
"SRR1323043" 0 0 0 1 0
"SRR1323065" 0 0 0 0 1
"SRR1323087" 1.11022302462516e-16 0.166666666666667 0 6.00269486348474e-274 0.833333333333333
"SRR1323130" 0 0 0 0.311300204730696 0.688699795269304
"SRR1323152" 0 0.170684079353616 0 0.222857207598202 0.606458713048182
"SRR1323215" 0 0 0 0 1
"SRR1323234" 0.166835429324901 0 8.40311596639012e-313 0.674971152022409 0.158193418652689
"SRR1323252" 0.104695192465668 0.11369100856533 0.114975561806859 0 0.666638237162142
"SRR1323271" 0 0 0 0.184660648814204 0.815339351185796
"SRR1323312" 0 0 0 0.388201989308112 0.611798010691888
"SRR1323336" 0 1 0 0 0
"SRR1323360" 0 0.0600869783875069 0 0.939913021612493 0
"SRR1323382" 0 0 0 0 1
"SRR1323404" 0 0.5 0 0 0.5
"SRR1323422" 0 2.16309682360249e-155 0 0.557114042849405 0.442885957150595
"SRR1323446" 0 0.365996036447455 0 0.634003963552545 0
"SRR1323491" 0.138541879796982 0.148495819531817 0 0 0.712962300671201
"SRR1323512" 0.400599897135407 0 0 0.396226748001552 0.203173354863041
"SRR1323536" 0.33333333333335 0 0 0 0.66666666666665
"SRR1323558" 0 0 0.0358722530750803 0.890167414365982 0.0739603325589374
"SRR1323577" 0.133851667913395 0.81235221252214 0.002010495163256 0.051785624401209 6.12652026637411e-170
"SRR1323603" 0 0 0 0 1
"SRR1323628" 0 0 0 1.75738438625128e-166 1
"SRR1323651" 0 0 0 1 0
"SRR1323675" 0 0 0 1 0
"SRR1323699" 2.22044604925031e-16 0 0 0.79589062818902 0.20410937181098
"SRR1323723" 0 0.199787704002843 0 0.101094206833024 0.699118089164132
"SRR1323746" 0.08723477567692 0.580867431863512 0 0.331897792459568 0
"SRR1323764" 0 0 0 0 1
"SRR1323788" 0.303252222390718 0 0.363759039516853 0 0.332988738092429
"SRR1323807" 0 0 0 0 1
"SRR1323829" 0 0 0 0.397493284085702 0.602506715914297
"SRR1323850" 1.11022302462516e-16 0 0 0.877419698046118 0.122580301953882
"SRR1323873" 0 0 0 0 1
"SRR1323896" 0.105649673498392 0.379439277986062 0.00800829994089686 0.500132441999363 0.006770306575286
"SRR1323914" 0 0 0 0.408297194233542 0.591702805766458
"SRR1323936" 0 0.158163588498538 0 0.389293810510855 0.452542600990607
"SRR1323957" 0 0 0 0.292113372754804 0.707886627245196
"SRR1323977" 0 0 0 0 1
"SRR1324004" 0 0 0 8.07649545903227e-16 0.999999999999999
"SRR1324025" 1 0 0 0 0
"SRR1324062" 0 0 0 0 1
"SRR1324085" 0.0962298156311957 0.381380469818511 0 0.327962769889726 0.194426944660567
"SRR1324102" 0.288049834023179 0.468601439686655 0 0 0.243348726290166
"SRR1324119" 0 0 0 0.657509844565698 0.342490155434302
"SRR1324141" 0 3.26706944919287e-309 0 0.352933808510974 0.647066191489026
"SRR1324165" 0 0.0361740220483851 0 0.963825977951615 1.09009243715323e-22
"SRR1324206" 0 0 0 1 0
"SRR1324226" 0.0100954908704199 0.0308254003977934 0.0234192785219634 0.819952605682003 0.11570722452782
"SRR1324295" 2.22044604925031e-16 0 0 0.306769704347025 0.693230295652975
"SRR1324314" 0 0.326430622825708 0.239687175629398 0.350991317798423 0.0828908837464707
"SRR1324331" 0.247023317683359 0 0.253005673947452 0.499971008369189 1.89942029072513e-231
"SRR1324349" 0 0 0 0 1
"SRR1324371" 0.485501796301255 0.348157500551486 0 0 0.166340703147259
"SRR1324390" 0 0 0 1 0
"SRR1324412" 0 0 0.501374234643889 1.3223459123596e-89 0.498625765356111
"SRR1324431" 0 0 1 0 0
"SRR1324452" 0 0 0.20024736042031 0.79975263957969 1.51000888211298e-269
"SRR1324496" 0 0 0 3.39303507175564e-220 1
"SRR1324519" 0.124523521357365 0.819920923087079 0 0 0.0555555555555556
"SRR1324545" 0 0 0 1 0
"SRR1324564" 0 0 0.062317542528225 0.859539479533074 0.0781429779387011
"SRR1325161" 0 0 0 0 1
"SRR1325182" 2.22044604925031e-16 0 0.666785290669035 0 0.333214709330965
"SRR1325201" 0 0 0 0.549692167277228 0.450307832722773
"SRR1325225" 0 0 0 0 1
"SRR1325271" 2.22044604925031e-16 0 0 0.803582592298494 0.196417407701505
"SRR1325290" 0 0 0 0.787020071608734 0.212979928391266
"SRR1325310" 0 0 0 0.414456559465946 0.585543440534054
"SRR1325332" 0 0 0 1 0
"SRR1325353" 0.366112252695144 0.258152134173208 0 0.375735613131648 2.48988921349822e-209
"SRR1325377" 0.394512021989277 0.283024055890222 1.84097671032953e-213 0.322463922120501 3.47041321485697e-172
"SRR1325401" 0 0 1 0 0
"SRR1325423" 0 0 0 0 1
"SRR1325446" 0 0 0 0.678274876449117 0.321725123550883
"SRR1325464" 0 0 0 1 0
"SRR1325483" 0 0 0 0 1
"SRR1325504" 0 0.25 0 0 0.75
"SRR1325527" 0 0.0940718222075764 0.241114389038764 3.8096955221184e-70 0.66481378875366
"SRR1325559" 0 0.0205321501078596 0 0.891447014499448 0.0880208353926925
"SRR1325596" 0 0 0 0.797327147883554 0.202672852116446
"SRR1325620" 0.166171646832416 0 0 0.643791515128264 0.19003683803932
"SRR1325642" 0 0 0 1 0
"SRR1325665" 0 0 0 0 1
"SRR1325690" 0 0 0 0.480010684865901 0.519989315134099
"SRR1325711" 0 0 0 0.852729741352819 0.147270258647181
"SRR1325733" 0.0370056071494844 0.0597631728471088 0.0660909330328262 0.0391223108568984 0.798017976113682
"SRR1325752" 1.11022302462516e-16 0.332430138906986 0 0.667569861093014 0
"SRR1325771" 0 0 0 1 0
"SRR1325794" 0 0 0 0.555080304498287 0.444919695501713
"SRR1325826" 0 0.136309999934936 0 0.365496540102868 0.498193459962197
"SRR1325847" 0 0 0 0.15894983252636 0.84105016747364
"SRR1325888" 1.11022302462516e-16 0.0912801045471215 0.134160770133493 0.504774603581429 0.269784521737957
"SRR1325927" 0 0 0 0 1
"SRR1325986" 0 0.333333333333333 0 0 0.666666666666667
"SRR1326020" 0 0 0 0 1
"SRR1326040" 0 0 0 0 1
"SRR1326059" 0 0.125474134848062 0 0.403990670763188 0.470535194388751
"SRR1326078" 0 0 0 0 1
"SRR1326100" 0 0 0 1 0
"SRR1326143" 0.129470655315908 0.357835375694478 0.0960552670000785 0.148692116302533 0.267946585687003
"SRR1326161" 0 0 0 0.355278349483814 0.644721650516186
"SRR1326205" 0 0 0 8.35949177482142e-163 1
"SRR1326225" 0 0 0 0.465133988298689 0.534866011701311
"SRR1326249" 0 0 0 0 1
"SRR1326292" 0 0 0 0 1
"SRR1326343" 1.11022302462516e-16 0 0 0.608844944266235 0.391155055733764
"SRR1326384" 0.193139949007959 0.205164072574936 0 0.601695978417105 1.83426251490989e-67
"SRR1326408" 0 0 0 1 0
"SRR1326449" 0.333333333333333 0 0 2.09731349009878e-216 0.666666666666667
"SRR1326471" 0 0 0 0.31545726374919 0.68454273625081
"SRR1326496" 0 0 0 1 1.40712447344387e-228
"SRR1326560" 0 0.200408908732288 0 0.419711043102132 0.37988004816558
"SRR1326579" 0.247062418533084 0.251903831362602 0 0.309625563627641 0.191408186476673
"SRR1326604" 0 0 0 1.53362822539828e-216 1
"SRR1326647" 0 0 0 0 1
"SRR1326687" 0 0 0 0 1
"SRR1326708" 0 0 0 0.823757021962322 0.176242978037678
"SRR1326727" 0 0 0 0.584772916324854 0.415227083675146
"SRR1326752" 0 0 0 0 1
"SRR1326773" 0 0 0 0.0492221766337704 0.95077782336623
"SRR1326797" 0 0 0 0 1
"SRR1326821" 0 0 0 0.77253205247377 0.22746794752623
"SRR1327327" 0.0765579610190243 3.50459474589686e-239 0.0903252014865637 0.587468598749385 0.245648238745027
"SRR1327349" 0 0 0 0.190042571831566 0.809957428168434
"SRR1327386" 0 0 0 0.0618333912371091 0.938166608762891
"SRR1327410" 0 0 0 0 1
"SRR1327527" 0 0 0 0 1
"SRR1327548" 0 0 0 1 2.87620272331022e-45
"SRR1327570" 0 0 0 0.696862189693588 0.303137810306412
"SRR1327593" 1.11022302462516e-16 0 0 0.405589675020907 0.594410324979093
"SRR1327614" 0 0 0 1 0
"SRR1327632" 0 0 0 1 0
"SRR1327702" 0 0 0 1 0
"SRR1327723" 0.132253737998688 0.710218503079304 0 0.110053139712949 0.0474746192090584
"SRR1327747" 0 0 0 1 0
